Date,Right ascension (in seconds),Declination (in arc seconds)
1024-01-01 07:00:00,81176.2,-39225.7
1024-01-01 19:00:00,81318.21,-38396.6
1024-01-02 07:00:00,81439.2,-37555.5
1024-01-02 19:00:00,81573.96,-36686.2
1024-01-03 07:00:00,81710.25,-35769.5
1024-01-03 19:00:00,81846.55,-34922.8
1024-01-04 07:00:00,81975.54,-34054.5
1024-01-04 19:00:00,82128.21,-33139.0
1024-01-05 07:00:00,82253.07,-32311.9
1024-01-05 19:00:00,82397.57,-31365.8
1024-01-06 07:00:00,82535.7,-30510.0
1024-01-06 19:00:00,82658.85,-29570.0
1024-01-07 07:00:00,82784.89,-28733.8
1024-01-07 19:00:00,82929.42,-27773.3
1024-01-08 07:00:00,83057.87,-26904.8
1024-01-08 19:00:00,83180.33,-26032.1
1024-01-09 07:00:00,83328.03,-25011.4
1024-01-09 19:00:00,83451.55,-24154.2
1024-01-10 07:00:00,83604.14,-23237.0
1024-01-10 19:00:00,83730.1,-22344.9
1024-01-11 07:00:00,83857.99,-21474.0
1024-01-11 19:00:00,83973.63,-20477.9
1024-01-12 07:00:00,84116.71,-19526.3
1024-01-12 19:00:00,84252.58,-18632.2
1024-01-13 07:00:00,84364.78,-17738.5
1024-01-13 19:00:00,84504.03,-16789.9
1024-01-14 07:00:00,84620.61,-15827.9
1024-01-14 19:00:00,84773.73,-14963.8
1024-01-15 07:00:00,84908.91,-14024.9
1024-01-15 19:00:00,85022.44,-13025.9
1024-01-16 07:00:00,85160.7,-12204.6
1024-01-16 19:00:00,85298.87,-11176.4
1024-01-17 07:00:00,85415.71,-10263.4
1024-01-17 19:00:00,85535.69,-9323.9
1024-01-18 07:00:00,85677.59,-8368.8
1024-01-18 19:00:00,85811.24,-7450.1
1024-01-19 07:00:00,85937.28,-6497.1
1024-01-19 19:00:00,86071.71,-5570.2
1024-01-20 07:00:00,86192.92,-4581.4
1024-01-20 19:00:00,86341.85,-3677.6
1024-01-21 07:00:00,52.94,-2696.3
1024-01-21 19:00:00,178.19,-1766.7
1024-01-22 07:00:00,306.29,-835.7
1024-01-22 19:00:00,430.44,107.9
1024-01-23 07:00:00,558.93,1009.3
1024-01-23 19:00:00,702.23,2045.6
1024-01-24 07:00:00,819.74,2921.9
1024-01-24 19:00:00,962.52,3867.1
1024-01-25 07:00:00,1055.13,4851.1
1024-01-25 19:00:00,1210.56,5752.1
1024-01-26 07:00:00,1331.66,6695.3
1024-01-26 19:00:00,1465.01,7624.0
1024-01-27 07:00:00,1591.49,8606.3
1024-01-27 19:00:00,1706.03,9531.1
1024-01-28 07:00:00,1822.13,10463.2
1024-01-28 19:00:00,1960.7,11443.9
1024-01-29 07:00:00,2081.53,12328.0
1024-01-29 19:00:00,2215.16,13307.8
1024-01-30 07:00:00,2345.47,14223.4
1024-01-30 19:00:00,2485.11,15196.0
1024-01-31 07:00:00,2599.64,16061.3
1024-01-31 19:00:00,2727.73,17007.4
1024-02-01 07:00:00,2846.73,17952.4
1024-02-01 19:00:00,2969.55,18912.6
1024-02-02 07:00:00,3103.9,19841.2
1024-02-02 19:00:00,3225.04,20771.7
1024-02-03 07:00:00,3376.93,21690.4
1024-02-03 19:00:00,3497.92,22638.0
1024-02-04 07:00:00,3617.32,23500.1
1024-02-04 19:00:00,3750.06,24425.2
1024-02-05 07:00:00,3888.18,25345.5
1024-02-05 19:00:00,4003.87,26293.9
1024-02-06 07:00:00,4124.19,27202.9
1024-02-06 19:00:00,4236.01,28128.3
1024-02-07 07:00:00,4372.67,29003.2
1024-02-07 19:00:00,4490.88,29890.8
1024-02-08 07:00:00,4619.45,30782.7
1024-02-08 19:00:00,4758.89,31690.6
1024-02-09 07:00:00,4879.41,32571.5
1024-02-09 19:00:00,4999.39,33467.5
1024-02-10 07:00:00,5136.79,34373.0
1024-02-10 19:00:00,5244.84,35237.1
1024-02-11 07:00:00,5384.33,36158.8
1024-02-11 19:00:00,5501.39,36995.1
1024-02-12 07:00:00,5647.1,37963.6
1024-02-12 19:00:00,5754.67,38772.9
1024-02-13 07:00:00,5875.42,39644.0
1024-02-13 19:00:00,6005.45,40516.2
1024-02-14 07:00:00,6159.03,41372.0
1024-02-14 19:00:00,6270.2,42244.8
1024-02-15 07:00:00,6381.67,43063.8
1024-02-15 19:00:00,6504.28,43938.0
1024-02-16 07:00:00,6645.15,44773.6
1024-02-16 19:00:00,6768.22,45591.0
1024-02-17 07:00:00,6907.64,46475.9
1024-02-17 19:00:00,7018.72,47302.1
1024-02-18 07:00:00,7151.11,48122.3
1024-02-18 19:00:00,7282.36,48934.5
1024-02-19 07:00:00,7394.6,49778.0
1024-02-19 19:00:00,7534.67,50548.2
1024-02-20 07:00:00,7635.27,51462.1
1024-02-20 19:00:00,7776.9,52209.3
1024-02-21 07:00:00,7907.03,53008.3
1024-02-21 19:00:00,8040.2,53804.1
1024-02-22 07:00:00,8150.88,54612.9
1024-02-22 19:00:00,8285.32,55400.7
1024-02-23 07:00:00,8425.08,56244.2
1024-02-23 19:00:00,8530.14,56979.9
1024-02-24 07:00:00,8660.91,57701.6
1024-02-24 19:00:00,8802.9,58465.3
1024-02-25 07:00:00,8919.06,59211.2
1024-02-25 19:00:00,9057.43,60048.3
1024-02-26 07:00:00,9176.51,60842.0
1024-02-26 19:00:00,9307.82,61507.8
1024-02-27 07:00:00,9431.15,62274.1
1024-02-27 19:00:00,9563.39,63046.8
1024-02-28 07:00:00,9682.46,63780.5
1024-02-28 19:00:00,9797.95,64481.7
1024-02-29 07:00:00,9925.24,65177.5
1024-02-29 19:00:00,10055.28,65866.0
1024-03-01 07:00:00,10200.81,66633.8
1024-03-01 19:00:00,10324.34,67354.3
1024-03-02 07:00:00,10447.03,68002.9
1024-03-02 19:00:00,10548.41,68746.7
1024-03-03 07:00:00,10695.15,69435.0
1024-03-03 19:00:00,10811.39,69979.2
1024-03-04 07:00:00,10929.72,70713.1
1024-03-04 19:00:00,11086.83,71384.3
1024-03-05 07:00:00,11215.68,72029.2
1024-03-05 19:00:00,11324.82,72692.6
1024-03-06 07:00:00,11459.08,73340.1
1024-03-06 19:00:00,11594.93,73984.3
1024-03-07 07:00:00,11725.39,74559.4
1024-03-07 19:00:00,11816.51,75251.3
1024-03-08 07:00:00,11963.96,75867.8
