Date,Right ascension (in seconds),Declination (in arc seconds)
1045-01-01 07:00:00,83736.48,-18109.5
1045-01-01 19:00:00,83820.87,-17220.5
1045-01-02 07:00:00,83934.41,-16361.1
1045-01-02 19:00:00,84043.49,-15478.3
1045-01-03 07:00:00,84162.6,-14646.8
1045-01-03 19:00:00,84246.84,-13725.8
1045-01-04 07:00:00,84328.02,-12878.9
1045-01-04 19:00:00,84446.91,-11990.9
1045-01-05 07:00:00,84545.7,-11149.1
1045-01-05 19:00:00,84663.46,-10240.8
1045-01-06 07:00:00,84752.08,-9332.8
1045-01-06 19:00:00,84858.62,-8502.0
1045-01-07 07:00:00,84954.1,-7713.9
1045-01-07 19:00:00,85064.76,-6796.7
1045-01-08 07:00:00,85156.46,-5964.4
1045-01-08 19:00:00,85249.64,-5149.2
1045-01-09 07:00:00,85355.38,-4193.3
1045-01-09 19:00:00,85432.12,-3343.0
1045-01-10 07:00:00,85533.56,-2411.8
1045-01-10 19:00:00,85627.34,-1605.6
1045-01-11 07:00:00,85735.55,-781.3
1045-01-11 19:00:00,85796.49,98.8
1045-01-12 07:00:00,85915.05,913.7
1045-01-12 19:00:00,86007.38,1833.3
1045-01-13 07:00:00,86098.24,2663.6
1045-01-13 19:00:00,86173.31,3486.5
1045-01-14 07:00:00,86261.68,4386.5
1045-01-14 19:00:00,86353.61,5174.7
1045-01-15 07:00:00,38.72,5991.9
1045-01-15 19:00:00,138.8,6862.4
1045-01-16 07:00:00,223.1,7618.7
1045-01-16 19:00:00,300.7,8485.0
1045-01-17 07:00:00,378.53,9293.4
1045-01-17 19:00:00,470.54,10099.2
1045-01-18 07:00:00,554.04,10966.2
1045-01-18 19:00:00,636.29,11855.8
1045-01-19 07:00:00,728.33,12589.0
1045-01-19 19:00:00,797.86,13454.3
1045-01-20 07:00:00,882.3,14209.9
1045-01-20 19:00:00,963.51,15097.2
1045-01-21 07:00:00,1052.24,15812.6
1045-01-21 19:00:00,1117.47,16649.5
1045-01-22 07:00:00,1186.41,17410.4
1045-01-22 19:00:00,1276.0,18209.1
1045-01-23 07:00:00,1333.21,19032.3
1045-01-23 19:00:00,1399.8,19745.8
1045-01-24 07:00:00,1491.76,20531.1
1045-01-24 19:00:00,1554.88,21236.4
1045-01-25 07:00:00,1636.4,22097.1
1045-01-25 19:00:00,1696.19,22845.0
1045-01-26 07:00:00,1769.37,23574.9
1045-01-26 19:00:00,1838.27,24287.9
1045-01-27 07:00:00,1898.93,25097.2
1045-01-27 19:00:00,1965.49,25694.3
1045-01-28 07:00:00,2039.41,26473.7
1045-01-28 19:00:00,2087.42,27287.7
1045-01-29 07:00:00,2155.2,27936.2
1045-01-29 19:00:00,2210.86,28651.4
1045-01-30 07:00:00,2282.3,29262.7
1045-01-30 19:00:00,2329.08,30065.2
1045-01-31 07:00:00,2396.2,30735.2
1045-01-31 19:00:00,2448.58,31406.5
1045-02-01 07:00:00,2494.71,32074.9
1045-02-01 19:00:00,2536.19,32715.9
1045-02-02 07:00:00,2591.37,33358.0
1045-02-02 19:00:00,2642.68,34066.1
1045-02-03 07:00:00,2696.11,34694.0
1045-02-03 19:00:00,2748.08,35310.8
1045-02-04 07:00:00,2800.56,35834.7
1045-02-04 19:00:00,2833.79,36513.7
1045-02-05 07:00:00,2864.67,37128.6
1045-02-05 19:00:00,2910.73,37695.1
1045-02-06 07:00:00,2942.76,38335.7
1045-02-06 19:00:00,2978.16,38836.8
1045-02-07 07:00:00,3019.17,39433.0
1045-02-07 19:00:00,3042.96,39880.0
1045-02-08 07:00:00,3086.71,40474.8
1045-02-08 19:00:00,3117.76,41036.5
1045-02-09 07:00:00,3131.83,41562.7
1045-02-09 19:00:00,3169.74,42054.1
1045-02-10 07:00:00,3195.64,42491.7
1045-02-10 19:00:00,3216.26,42958.6
1045-02-11 07:00:00,3241.09,43507.9
1045-02-11 19:00:00,3256.26,44018.3
1045-02-12 07:00:00,3266.92,44453.7
1045-02-12 19:00:00,3283.15,44907.7
1045-02-13 07:00:00,3305.12,45166.0
1045-02-13 19:00:00,3324.82,45532.3
1045-02-14 07:00:00,3326.94,45974.5
1045-02-14 19:00:00,3317.29,46349.8
1045-02-15 07:00:00,3337.14,46730.0
1045-02-15 19:00:00,3327.3,47024.0
1045-02-16 07:00:00,3342.86,47425.8
1045-02-16 19:00:00,3325.98,47692.4
1045-02-17 07:00:00,3331.39,48011.2
1045-02-17 19:00:00,3312.86,48276.3
1045-02-18 07:00:00,3315.51,48538.5
1045-02-18 19:00:00,3314.99,48768.3
1045-02-19 07:00:00,3298.05,48992.0
1045-02-19 19:00:00,3268.99,49145.5
1045-02-20 07:00:00,3252.5,49363.5
1045-02-20 19:00:00,3236.33,49483.9
1045-02-21 07:00:00,3222.24,49664.0
1045-02-21 19:00:00,3182.87,49737.8
1045-02-22 07:00:00,3156.74,49887.1
1045-02-22 19:00:00,3127.54,50030.0
1045-02-23 07:00:00,3110.39,49954.3
1045-02-23 19:00:00,3068.28,50080.3
1045-02-24 07:00:00,3041.0,50081.6
1045-02-24 19:00:00,2991.71,50046.3
1045-02-25 07:00:00,2954.77,49974.1
1045-02-25 19:00:00,2912.1,50030.0
1045-02-26 07:00:00,2862.86,49947.3
1045-02-26 19:00:00,2829.5,49821.8
1045-02-27 07:00:00,2786.24,49768.2
1045-02-27 19:00:00,2745.38,49711.9
1045-02-28 07:00:00,2685.48,49412.3
1045-02-28 19:00:00,2628.86,49239.1
1045-03-01 07:00:00,2584.48,49092.8
1045-03-01 19:00:00,2523.32,48815.2
1045-03-02 07:00:00,2480.31,48563.1
1045-03-02 19:00:00,2407.55,48267.3
1045-03-03 07:00:00,2347.95,47923.2
1045-03-03 19:00:00,2290.27,47661.1
1045-03-04 07:00:00,2235.1,47335.7
1045-03-04 19:00:00,2165.51,46988.7
1045-03-05 07:00:00,2108.28,46692.9
1045-03-05 19:00:00,2022.77,46235.7
1045-03-06 07:00:00,1969.74,45797.3
1045-03-06 19:00:00,1908.24,45342.2
1045-03-07 07:00:00,1840.23,44775.3
1045-03-07 19:00:00,1760.92,44405.2
1045-03-08 07:00:00,1693.15,43835.4
1045-03-08 19:00:00,1626.77,43397.2
1045-03-09 07:00:00,1572.0,42925.4
1045-03-09 19:00:00,1504.54,42367.5
1045-03-10 07:00:00,1441.18,41700.6
1045-03-10 19:00:00,1377.9,41161.2
1045-03-11 07:00:00,1295.9,40660.7
1045-03-11 19:00:00,1228.38,40040.9
1045-03-12 07:00:00,1171.88,39436.1
1045-03-12 19:00:00,1094.68,38831.2
1045-03-13 07:00:00,1044.18,38173.4
1045-03-13 19:00:00,989.31,37561.7
1045-03-14 07:00:00,915.85,36961.5
1045-03-14 19:00:00,848.32,36232.7
1045-03-15 07:00:00,800.85,35588.8
1045-03-15 19:00:00,740.55,34969.4
1045-03-16 07:00:00,687.98,34234.5
1045-03-16 19:00:00,615.39,33580.4
1045-03-17 07:00:00,577.77,32964.3
1045-03-17 19:00:00,518.98,32234.0
1045-03-18 07:00:00,473.01,31613.8
1045-03-18 19:00:00,425.41,30969.3
1045-03-19 07:00:00,388.15,30354.1
1045-03-19 19:00:00,330.73,29682.8
1045-03-20 07:00:00,291.52,29021.0
1045-03-20 19:00:00,237.93,28401.7
1045-03-21 07:00:00,214.23,27753.4
1045-03-21 19:00:00,171.53,27108.4
1045-03-22 07:00:00,150.97,26455.5
1045-03-22 19:00:00,106.53,25922.7
1045-03-23 07:00:00,69.28,25297.0
1045-03-23 19:00:00,60.01,24677.0
1045-03-24 07:00:00,31.53,24116.7
1045-03-24 19:00:00,4.58,23481.7
1045-03-25 07:00:00,86385.04,22878.4
1045-03-25 19:00:00,86370.58,22357.3
1045-03-26 07:00:00,86352.41,21876.5
1045-03-26 19:00:00,86341.12,21358.6
1045-03-27 07:00:00,86317.73,20783.5
1045-03-27 19:00:00,86315.5,20356.3
1045-03-28 07:00:00,86325.25,19829.7
1045-03-28 19:00:00,86289.72,19412.0
1045-03-29 07:00:00,86294.66,18909.2
1045-03-29 19:00:00,86298.73,18472.6
1045-03-30 07:00:00,86313.72,18030.1
1045-03-30 19:00:00,86315.76,17628.0
1045-03-31 07:00:00,86319.08,17173.5
1045-03-31 19:00:00,86334.38,16804.0
1045-04-01 07:00:00,86334.14,16470.7
1045-04-01 19:00:00,86339.76,16103.0
1045-04-02 07:00:00,86360.19,15752.2
1045-04-02 19:00:00,86377.06,15542.2
1045-04-03 07:00:00,5.4,15186.4
1045-04-03 19:00:00,27.47,14803.6
1045-04-04 07:00:00,40.27,14516.7
1045-04-04 19:00:00,55.59,14348.5
1045-04-05 07:00:00,97.92,14182.9
1045-04-05 19:00:00,115.84,13901.0
1045-04-06 07:00:00,160.98,13613.1
1045-04-06 19:00:00,196.08,13513.5
1045-04-07 07:00:00,224.73,13213.8
1045-04-07 19:00:00,267.85,13175.6
1045-04-08 07:00:00,299.63,12980.7
1045-04-08 19:00:00,322.41,12781.6
1045-04-09 07:00:00,382.29,12662.2
1045-04-09 19:00:00,407.38,12505.7
