Date,Right ascension (in seconds),Declination (in arc seconds)
1006-01-01 07:00:00,72336.97,-76556.7
1006-01-01 19:00:00,72497.05,-76147.8
1006-01-02 07:00:00,72669.91,-75718.1
1006-01-02 19:00:00,72798.64,-75271.6
1006-01-03 07:00:00,72972.78,-74829.4
1006-01-03 19:00:00,73117.57,-74373.3
1006-01-04 07:00:00,73305.02,-73904.2
1006-01-04 19:00:00,73446.85,-73429.4
1006-01-05 07:00:00,73603.15,-72948.5
1006-01-05 19:00:00,73775.33,-72458.8
1006-01-06 07:00:00,73914.58,-71960.2
1006-01-06 19:00:00,74060.04,-71438.1
1006-01-07 07:00:00,74229.41,-70909.2
1006-01-07 19:00:00,74401.73,-70398.8
1006-01-08 07:00:00,74544.32,-69860.1
1006-01-08 19:00:00,74688.7,-69307.8
1006-01-09 07:00:00,74843.31,-68762.7
1006-01-09 19:00:00,74990.35,-68205.0
1006-01-10 07:00:00,75170.23,-67637.6
1006-01-10 19:00:00,75320.47,-67060.8
1006-01-11 07:00:00,75462.96,-66464.3
1006-01-11 19:00:00,75613.22,-65876.5
1006-01-12 07:00:00,75766.08,-65278.5
1006-01-12 19:00:00,75922.14,-64660.7
1006-01-13 07:00:00,76077.8,-64052.8
1006-01-13 19:00:00,76217.49,-63431.6
1006-01-14 07:00:00,76375.9,-62798.0
1006-01-14 19:00:00,76528.99,-62152.9
1006-01-15 07:00:00,76683.26,-61517.3
1006-01-15 19:00:00,76825.43,-60869.2
1006-01-16 07:00:00,76988.68,-60206.4
1006-01-16 19:00:00,77130.37,-59537.2
1006-01-17 07:00:00,77263.23,-58855.5
1006-01-17 19:00:00,77441.31,-58179.6
1006-01-18 07:00:00,77584.83,-57487.5
1006-01-18 19:00:00,77714.63,-56791.6
1006-01-19 07:00:00,77886.86,-56100.5
1006-01-19 19:00:00,78022.3,-55389.3
1006-01-20 07:00:00,78170.1,-54674.8
1006-01-20 19:00:00,78313.82,-53958.3
1006-01-21 07:00:00,78482.62,-53232.6
1006-01-21 19:00:00,78605.7,-52495.3
1006-01-22 07:00:00,78750.75,-51761.0
1006-01-22 19:00:00,78901.93,-51030.6
1006-01-23 07:00:00,79057.25,-50264.3
1006-01-23 19:00:00,79183.06,-49507.2
1006-01-24 07:00:00,79353.72,-48746.4
1006-01-24 19:00:00,79502.65,-47982.2
1006-01-25 07:00:00,79612.72,-47204.3
1006-01-25 19:00:00,79776.91,-46430.4
1006-01-26 07:00:00,79924.52,-45652.9
1006-01-26 19:00:00,80053.85,-44867.2
1006-01-27 07:00:00,80200.68,-44071.4
1006-01-27 19:00:00,80358.39,-43274.5
1006-01-28 07:00:00,80500.06,-42484.1
1006-01-28 19:00:00,80636.51,-41661.6
1006-01-29 07:00:00,80784.0,-40852.0
1006-01-29 19:00:00,80917.94,-40036.5
1006-01-30 07:00:00,81085.22,-39225.8
1006-01-30 19:00:00,81195.26,-38399.7
1006-01-31 07:00:00,81348.36,-37568.2
1006-01-31 19:00:00,81484.68,-36736.5
1006-02-01 07:00:00,81642.52,-35893.2
1006-02-01 19:00:00,81750.05,-35059.3
1006-02-02 07:00:00,81910.88,-34202.7
1006-02-02 19:00:00,82052.8,-33362.9
1006-02-03 07:00:00,82203.68,-32512.9
1006-02-03 19:00:00,82334.6,-31649.4
1006-02-04 07:00:00,82491.47,-30791.7
1006-02-04 19:00:00,82614.46,-29935.2
1006-02-05 07:00:00,82758.63,-29074.6
1006-02-05 19:00:00,82890.51,-28195.9
1006-02-06 07:00:00,83038.18,-27332.9
1006-02-06 19:00:00,83177.51,-26455.1
1006-02-07 07:00:00,83312.79,-25574.8
1006-02-07 19:00:00,83454.05,-24696.4
1006-02-08 07:00:00,83590.85,-23811.1
1006-02-08 19:00:00,83728.92,-22920.1
1006-02-09 07:00:00,83869.49,-22041.0
1006-02-09 19:00:00,84015.58,-21148.4
1006-02-10 07:00:00,84152.3,-20256.3
1006-02-10 19:00:00,84287.14,-19364.2
1006-02-11 07:00:00,84430.68,-18465.4
1006-02-11 19:00:00,84561.94,-17581.7
1006-02-12 07:00:00,84702.53,-16673.3
1006-02-12 19:00:00,84835.02,-15755.1
1006-02-13 07:00:00,84974.18,-14850.8
1006-02-13 19:00:00,85122.52,-13941.6
1006-02-14 07:00:00,85254.91,-13048.9
1006-02-14 19:00:00,85385.53,-12128.8
1006-02-15 07:00:00,85506.51,-11219.3
1006-02-15 19:00:00,85660.53,-10316.7
1006-02-16 07:00:00,85800.64,-9401.8
1006-02-16 19:00:00,85915.64,-8486.5
1006-02-17 07:00:00,86051.79,-7567.5
1006-02-17 19:00:00,86205.29,-6653.6
1006-02-18 07:00:00,86350.9,-5726.9
1006-02-18 19:00:00,66.03,-4810.7
1006-02-19 07:00:00,196.88,-3890.0
1006-02-19 19:00:00,340.76,-2974.4
1006-02-20 07:00:00,477.38,-2054.8
1006-02-20 19:00:00,612.38,-1145.1
1006-02-21 07:00:00,738.18,-217.2
1006-02-21 19:00:00,895.39,703.1
1006-02-22 07:00:00,1029.6,1638.7
1006-02-22 19:00:00,1163.77,2557.5
1006-02-23 07:00:00,1301.64,3476.2
1006-02-23 19:00:00,1433.88,4400.0
1006-02-24 07:00:00,1571.54,5325.1
1006-02-24 19:00:00,1703.36,6237.5
1006-02-25 07:00:00,1845.7,7157.0
1006-02-25 19:00:00,1973.97,8082.7
1006-02-26 07:00:00,2125.98,8990.2
1006-02-26 19:00:00,2246.02,9916.2
1006-02-27 07:00:00,2386.74,10838.3
1006-02-27 19:00:00,2504.21,11742.2
1006-02-28 07:00:00,2655.09,12658.4
1006-02-28 19:00:00,2798.92,13576.6
1006-03-01 07:00:00,2926.08,14483.6
1006-03-01 19:00:00,3061.19,15409.8
1006-03-02 07:00:00,3204.87,16310.4
1006-03-02 19:00:00,3331.08,17220.6
1006-03-03 07:00:00,3476.43,18140.2
1006-03-03 19:00:00,3612.83,19044.8
1006-03-04 07:00:00,3739.38,19949.9
1006-03-04 19:00:00,3876.6,20846.0
1006-03-05 07:00:00,4012.12,21748.6
1006-03-05 19:00:00,4141.65,22639.9
1006-03-06 07:00:00,4310.57,23539.8
1006-03-06 19:00:00,4426.49,24436.1
1006-03-07 07:00:00,4570.6,25331.5
1006-03-07 19:00:00,4701.57,26219.8
1006-03-08 07:00:00,4824.37,27105.4
1006-03-08 19:00:00,4975.16,27988.7
1006-03-09 07:00:00,5106.85,28884.2
1006-03-09 19:00:00,5251.44,29755.6
1006-03-10 07:00:00,5387.8,30624.6
1006-03-10 19:00:00,5526.94,31512.8
1006-03-11 07:00:00,5672.34,32377.1
1006-03-11 19:00:00,5807.13,33245.1
1006-03-12 07:00:00,5952.67,34109.6
1006-03-12 19:00:00,6086.93,34969.4
1006-03-13 07:00:00,6224.34,35820.6
1006-03-13 19:00:00,6353.2,36697.3
1006-03-14 07:00:00,6490.32,37534.4
1006-03-14 19:00:00,6633.15,38379.3
1006-03-15 07:00:00,6764.02,39238.1
1006-03-15 19:00:00,6914.03,40072.4
1006-03-16 07:00:00,7063.47,40908.2
1006-03-16 19:00:00,7191.57,41746.6
1006-03-17 07:00:00,7349.25,42564.6
1006-03-17 19:00:00,7492.66,43391.5
1006-03-18 07:00:00,7615.68,44213.3
1006-03-18 19:00:00,7755.36,45018.0
1006-03-19 07:00:00,7914.21,45841.1
1006-03-19 19:00:00,8050.76,46653.9
1006-03-20 07:00:00,8187.53,47450.5
1006-03-20 19:00:00,8339.72,48247.8
1006-03-21 07:00:00,8471.8,49023.1
1006-03-21 19:00:00,8606.52,49825.0
1006-03-22 07:00:00,8764.78,50594.8
1006-03-22 19:00:00,8891.69,51387.2
1006-03-23 07:00:00,9039.78,52156.9
1006-03-23 19:00:00,9177.14,52921.1
1006-03-24 07:00:00,9318.09,53674.1
1006-03-24 19:00:00,9467.92,54440.4
1006-03-25 07:00:00,9613.41,55181.4
1006-03-25 19:00:00,9761.08,55936.3
1006-03-26 07:00:00,9915.96,56669.8
1006-03-26 19:00:00,10033.1,57399.5
1006-03-27 07:00:00,10195.85,58132.6
